Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,325.27,315.35,386.19,200.84,86.47,183.88,219.97,13.97,34.02,36.62,48.04
Cash & Short-Term Investments,325.27,315.35,386.19,200.84,86.47,183.88,219.97,13.97,34.02,36.62,48.04
Cash Growth,-0.63%,-18.34%,92.29%,132.26%,-52.97%,-16.41%,1474.70%,-58.94%,-7.09%,-23.77%,1734.97%
Receivables,196.51,142,94.82,37.7,-,-,-,-,-,-,-
Inventory,23.77,15.73,15.14,4.32,-,-,-,-,-,-,-
Prepaid Expenses,19.79,11.98,8.12,2.78,0.05,0.15,0.41,1.25,1.28,1.38,1
Total Current Assets,565.34,485.06,504.26,245.64,86.52,184.02,220.38,15.22,35.3,38,49.03
"Property, Plant & Equipment",22.26,5.97,7.62,1.14,0.94,1.79,0.03,0.05,0.07,0.1,0.02
Goodwill,12.04,12.04,12.04,10.31,-,-,-,-,-,-,-
Other Intangible Assets,42.13,46.89,53.29,59.66,-,-,-,-,-,-,-
Other Long-Term Assets,27.48,18.53,11.03,14.72,0.32,0.32,0.14,0.11,0.19,0.11,0.03
Total Assets,669.25,568.5,588.24,331.48,87.79,186.13,220.55,15.38,35.56,38.21,49.08
Accounts Payable,54.23,72,40.68,38.61,13.15,13.5,10.94,3.69,3.44,4.08,1.89
Accrued Expenses,223.14,145.61,90.5,51.63,9.3,8.71,10.95,3.84,2.68,2.82,0.74
Short-Term Debt,70,-,-,-,-,-,-,-,-,-,-
Current Portion of Long-Term Debt,-,-,-,-,-,-,2.6,3.29,3.27,0.27,-
Current Portion of Leases,3.23,3.26,1.27,0.43,0.62,1.22,-,-,-,-,-
Current Income Taxes Payable,-,0.96,-,-,-,-,-,-,-,-,-
Other Current Liabilities,9.7,8.29,6.41,5.9,-,-,-,-,2.79,-,-
Total Current Liabilities,360.29,230.1,138.85,96.56,23.07,23.44,24.49,10.82,12.18,7.17,2.63
Long-Term Debt,117.64,180.71,178.07,94.26,49.09,48.32,17.33,3.62,6.66,9.47,-
Long-Term Leases,27.72,8.99,7.04,-,-,0.58,-,-,-,-,-
Other Long-Term Liabilities,89.87,91.68,73.3,31.1,-,-,-,-,-,-,-
Total Liabilities,595.52,511.48,397.26,221.92,72.15,72.34,41.83,14.44,18.84,16.64,2.63
Common Stock,0.01,0.01,0.01,0,0,0,0,0,0,0,0
Additional Paid-In Capital,"1,351","1,180","1,027",705.89,424.83,392.59,354.61,108.49,93.3,69.21,66.88
Retained Earnings,"-1,277","-1,123",-835.57,-596.33,-409.2,-278.8,-175.9,-107.55,-76.58,-47.64,-20.44
Shareholders' Equity,73.73,57.02,190.98,109.56,15.63,113.79,178.72,0.94,16.72,21.57,46.44
Total Liabilities & Equity,669.25,568.5,588.24,331.48,87.79,186.13,220.55,15.38,35.56,38.21,49.08
Total Debt,218.6,192.96,186.37,94.68,49.71,50.12,19.93,6.91,9.93,9.74,-
Net Cash (Debt),106.68,122.4,199.82,106.16,36.76,133.75,200.03,7.06,24.09,26.88,48.04
Net Cash Growth,-21.00%,-38.75%,88.23%,188.77%,-72.51%,-33.13%,2734.14%,-70.70%,-10.38%,-44.05%,-
Net Cash Per Share,2.17,2.55,4.40,2.61,0.98,3.59,5.88,0.26,1.06,1.40,4.02
Filing Date Shares Outstanding,50.41,48.77,47.37,43.52,38.48,37.41,37.08,33.28,25.49,19.2,19.15
Total Common Shares Outstanding,50.31,48.67,47.35,43.5,37.82,37.37,36.93,30.09,25.49,19.16,19.15
Working Capital,205.05,254.96,365.41,149.08,63.45,160.59,195.88,4.39,23.12,30.83,46.4
Book Value Per Share,1.47,1.17,4.03,2.52,0.41,3.04,4.84,0.03,0.66,1.13,2.43
Tangible Book Value,19.56,-1.92,125.65,39.59,15.63,113.79,178.72,0.94,16.72,21.57,46.44
Tangible Book Value Per Share,0.39,-0.04,2.65,0.91,0.41,3.04,4.84,0.03,0.66,1.13,2.43
