Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,561.26,385.69,270.6,50.04,-,-,-,-,-,-,-
Revenue Growth (YoY),65.83%,42.53%,440.80%,-,-,-,-,-,-,-,-
Cost of Revenue,45.66,33.3,26.07,4.1,-,-,-,-,-,-,-
Gross Profit,515.6,352.39,244.54,45.94,-,-,-,-,-,-,-
"Selling, General & Admin",514.57,411.36,323.12,159.25,66.65,28.9,13.6,9.35,7.21,6.34,2.42
Research & Development,189.49,187.08,97.94,57.95,58.06,70.19,53.51,23.28,19.75,20.73,6.78
Amortization of Goodwill & Intangibles,6.38,6.39,6.38,4.14,-,-,-,-,-,-,-
Operating Expenses,710.44,604.83,427.44,221.34,124.71,99.09,67.11,32.63,26.96,27.07,9.2
Operating Income,-194.84,-252.44,-182.91,-175.4,-124.71,-99.09,-67.11,-32.63,-26.96,-27.07,-9.2
Interest Expense,-7.6,-6.57,-6.45,-7.34,-5.7,-2.57,-1.24,-1.13,-1.34,-0.13,-0.74
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,2.79,-0.65,-,0.17
EBT Excluding Unusual Items,-202.44,-259.01,-189.36,-182.74,-130.4,-101.65,-68.35,-30.97,-28.94,-27.2,-9.77
Merger & Restructuring Charges,-,-,-,-1.1,-,-,-,-,-,-,-
Other Unusual Items,-27.97,-28.12,-48.92,-3.3,-,-1.25,-,-,-,-,-2.44
Pretax Income,-230.4,-287.13,-238.28,-187.13,-130.4,-102.9,-68.35,-30.97,-28.94,-27.2,-12.21
Income Tax Expense,-0.88,0.09,0.96,-,-,-,-,-,-,-,-
Net Income,-229.53,-287.22,-239.24,-187.13,-130.4,-102.9,-68.35,-30.97,-28.94,-27.2,-12.21
Net Income to Common,-229.53,-287.22,-239.24,-187.13,-130.4,-102.9,-68.35,-30.97,-28.94,-27.2,-12.21
Shares Outstanding (Basic),49,48,45,41,38,37,34,27,23,19,12
Shares Outstanding (Diluted),49,48,45,41,38,37,34,27,23,19,12
Shares Change (YoY),3.38%,5.48%,11.73%,8.07%,1.11%,9.37%,26.55%,18.09%,18.87%,60.32%,31.28%
EPS (Basic),-4.66,-5.99,-5.27,-4.60,-3.47,-2.77,-2.01,-1.15,-1.27,-1.42,-1.02
EPS (Diluted),-4.66,-5.99,-5.27,-4.60,-3.47,-2.77,-2.01,-1.15,-1.27,-1.42,-1.02
Free Cash Flow,-101.39,-128.68,-145.66,-117.21,-108.53,-78.5,-46.39,-30.09,-26.48,-21.39,-7.46
Free Cash Flow Per Share,-2.06,-2.69,-3.21,-2.88,-2.88,-2.11,-1.36,-1.12,-1.16,-1.12,-0.62
Gross Margin,91.86%,91.36%,90.37%,91.81%,-,-,-,-,-,-,-
Operating Margin,-34.72%,-65.45%,-67.59%,-350.54%,-,-,-,-,-,-,-
Profit Margin,-40.89%,-74.47%,-88.41%,-373.99%,-,-,-,-,-,-,-
Free Cash Flow Margin,-18.07%,-33.36%,-53.83%,-234.25%,-,-,-,-,-,-,-
EBITDA,-187.95,-245.51,-176.07,-171,-124.63,-99.06,-67.07,-32.58,-26.91,-27.05,-9.19
EBITDA Margin,-33.49%,-63.65%,-65.07%,-,-,-,-,-,-,-,-
D&A For EBITDA,6.89,6.92,6.83,4.4,0.08,0.02,0.04,0.05,0.04,0.02,0
EBIT,-194.84,-252.44,-182.91,-175.4,-124.71,-99.09,-67.11,-32.63,-26.96,-27.07,-9.2
EBIT Margin,-34.72%,-65.45%,-67.59%,-,-,-,-,-,-,-,-
Revenue as Reported,561.26,385.69,270.6,50.04,-,-,-,-,-,-,-
Advertising Expenses,-,101.2,100.3,35.3,-,-,-,-,-,-,-
