Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,44.79,36.5,26.82,14.24,-,-,-,94.39,43.01,69.89,59.12
Revenue Growth (YoY),36.26%,36.07%,88.36%,-,-,-,-,119.45%,-38.46%,18.22%,-9.55%
Cost of Revenue,340.02,305.45,298.41,281.61,256.97,220.81,-,342.72,292.68,220.16,141.83
Gross Profit,-295.22,-268.95,-271.58,-267.37,-256.97,-220.81,-,-248.33,-249.67,-150.27,-82.71
"Selling, General & Admin",180.37,156.78,119.9,121.67,121.45,115.11,102.01,114.15,71.12,50.71,35.99
Research & Development,-,-,-,-,-,-,214.26,-,-,-,-
Operating Expenses,180.37,156.78,119.9,121.67,121.45,115.11,316.27,114.15,71.12,50.71,35.99
Operating Income,-475.59,-425.74,-391.49,-389.05,-378.42,-335.92,-316.27,-362.48,-320.79,-200.99,-118.7
Interest & Investment Income,61.98,48.08,33.34,12.79,0.84,6.61,14.86,16.45,6.12,2.51,0.97
Other Non Operating Income (Expenses),3.47,6.49,6.06,16.6,21.07,-,-,-,-,-,-
EBT Excluding Unusual Items,-410.14,-371.17,-352.09,-359.65,-356.51,-329.31,-301.41,-346.03,-314.67,-198.47,-117.73
Gain (Loss) on Sale of Assets,-,200,-,-,-,-,-,-,-,-,-
Other Unusual Items,-,889.14,-,127.85,-,-,-,-,-,-,-
Pretax Income,-410.14,717.97,-352.09,-231.8,-356.51,-329.31,-301.41,-346.03,-314.67,-198.47,-117.73
Income Tax Expense,-8.88,44.24,-,-,-,-,-,-,-,-,-
Earnings From Continuing Operations,-401.27,673.73,-352.09,-231.8,-356.51,-329.31,-301.41,-346.03,-314.67,-198.47,-117.73
Earnings From Discontinued Operations,-,-,-,-,"1,961",1.94,-110.06,-,-,-,-
Net Income,-401.27,673.73,-352.09,-231.8,"1,605",-327.37,-411.47,-346.03,-314.67,-198.47,-117.73
Net Income to Common,-401.27,673.73,-352.09,-231.8,"1,605",-327.37,-411.47,-346.03,-314.67,-198.47,-117.73
Shares Outstanding (Basic),58,57,56,55,60,69,60,57,47,39,37
Shares Outstanding (Diluted),58,58,56,55,60,69,60,57,47,39,37
Shares Change (YoY),0.86%,4.02%,1.57%,-9.36%,-12.39%,15.01%,4.49%,23.25%,19.07%,4.53%,11.18%
EPS (Basic),-6.96,11.86,-6.33,-4.23,26.55,-4.74,-6.86,-6.03,-6.75,-5.07,-3.15
EPS (Diluted),-6.96,11.64,-6.33,-4.23,26.55,-4.74,-6.86,-6.03,-6.75,-5.07,-3.15
Free Cash Flow,-414.09,-391.53,-297.06,-314.36,-413.06,-304.87,-382.65,-311.41,-289.86,28.65,-97.11
Free Cash Flow Per Share,-7.18,-6.76,-5.34,-5.74,-6.83,-4.42,-6.38,-5.42,-6.22,0.73,-2.60
Gross Margin,-,-,-,-,-,-,-,-263.10%,-,-215.00%,-139.90%
Operating Margin,-1061.80%,-1166.47%,-1459.52%,-2732.07%,-,-,-,-384.03%,-745.84%,-287.56%,-200.78%
Profit Margin,-895.86%,1845.92%,-1312.63%,-1627.82%,-,-,-,-366.61%,-731.60%,-283.97%,-199.14%
Free Cash Flow Margin,-924.50%,-1072.73%,-1107.49%,-2207.58%,-,-,-,-329.93%,-673.92%,40.99%,-164.27%
EBITDA,-470.31,-420.08,-384.86,-380.48,-369.18,-326.13,-308.18,-355.31,-314.36,-195.28,-115.36
EBITDA Margin,-,-,-,-,-,-,-,-,-,-279.40%,-195.13%
D&A For EBITDA,5.28,5.65,6.62,8.56,9.24,9.79,8.09,7.17,6.43,5.71,3.34
EBIT,-475.59,-425.74,-391.49,-389.05,-378.42,-335.92,-316.27,-362.48,-320.79,-200.99,-118.7
EBIT Margin,-,-,-,-,-,-,-,-,-,-287.56%,-200.78%
Effective Tax Rate,-,6.16%,-,-,-,-,-,-,-,-,-
Revenue as Reported,44.79,36.5,26.82,14.24,-,-,-,94.39,43.01,69.89,59.12
