Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,"1,005","1,044",937.44,942.05,"1,099",960.84,550.43,636.9,449.51,389.28,167.71
Short-Term Investments,-,-,35.3,57.53,71.97,-,318.2,98.46,272.03,250.98,359.58
Cash & Short-Term Investments,"1,005","1,044",972.74,999.58,"1,171",960.84,868.63,735.36,721.54,640.26,527.3
Cash Growth,-3.58%,7.31%,-2.69%,-14.66%,21.91%,10.62%,18.12%,1.92%,12.70%,21.42%,15.98%
Accounts Receivable,"1,099",995.69,903.42,859.69,897.2,657.7,550.29,439.01,324.19,247.42,158.55
Other Receivables,41.19,34.03,143.73,140.48,93.61,-,41.25,43.31,-,-,-
Receivables,"1,141","1,030","1,047","1,000",990.81,663.11,616.55,482.31,328.67,247.42,158.55
Inventory,228.16,254.29,296.9,338.75,230.23,139.24,112.05,55.64,31.69,27.13,19.47
Prepaid Expenses,75.88,82.98,52.49,69.12,70.22,30.07,4.65,23.23,73.4,35.22,24.26
Other Current Assets,84.9,81.58,77.34,16.76,31.48,56.28,31.55,5.94,3.08,2.96,2.44
Total Current Assets,"2,534","2,492","2,447","2,424","2,494","1,850","1,633","1,302","1,158",952.98,732.01
"Property, Plant & Equipment","1,300","1,385","1,409","1,351","1,203",817.27,687.97,521.33,348.79,175.17,136.47
Long-Term Investments,-,-,8.02,41.98,125.32,-,5.9,64.89,94.55,104.84,151.37
Goodwill,491.52,442.63,419.53,407.55,418.55,444.82,63.92,64.03,64.61,61.04,61.07
Other Intangible Assets,98.72,103.49,82.12,95.72,109.71,130.07,11.77,17.92,24.45,20.95,18.09
Long-Term Deferred Tax Assets,"1,556","1,557","1,590","1,572","1,534","1,553",64.01,64.69,49.33,67.84,51.42
Long-Term Deferred Charges,-,25.8,25.1,27.4,31.1,22.8,15.1,-,5.51,-,-
Other Long-Term Assets,254.05,208.36,103.58,28.43,26.41,12.35,11.28,17.13,8.38,11.27,8.2
Total Assets,"6,234","6,215","6,084","5,948","5,942","4,830","2,501","2,052","1,784","1,396","1,159"
Accounts Payable,125.55,108.69,113.13,127.87,163.89,142.13,87.25,64.26,36.78,28.6,34.35
Accrued Expenses,429.67,473.64,411.98,333.56,488.03,313.41,269.72,228.93,159.13,126.28,102.48
Current Portion of Leases,33.99,31.06,29.65,26.57,22.72,21.74,15.74,-,-,-,-
Current Income Taxes Payable,39.52,48.81,38.1,74.32,33.84,30.13,14.13,5.75,12.41,4.21,2.65
Current Unearned Revenue,"1,295","1,331","1,428","1,344","1,153",777.89,563.76,393.14,267.71,191.41,129.55
Other Current Liabilities,43.11,44.67,46.04,19.92,62.73,40.31,20.37,-,24.03,3.84,2.64
Total Current Liabilities,"1,966","2,038","2,067","1,926","1,924","1,326",970.97,692.07,500.05,354.34,271.67
Long-Term Leases,87.28,88.21,96.97,100.33,102.66,64.45,43.46,-,-,-,-
Long-Term Unearned Revenue,84.42,102.16,138,160.66,136.68,62.55,35.5,17.05,4.59,-,-
Other Long-Term Liabilities,137.93,134.21,151.81,159.71,155.99,143.22,104.6,90.44,125.08,46.43,39.04
Total Liabilities,"2,276","2,363","2,453","2,347","2,319","1,596","1,155",799.57,629.72,400.76,310.71
Common Stock,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Additional Paid-In Capital,"1,475","1,362","1,162","1,045",999.01,974.56,906.94,877.51,886.44,864.87,821.51
Retained Earnings,"2,417","2,484","2,447","2,567","2,619","2,216",439.91,378.14,267.27,131.45,27.39
Comprehensive Income & Other,65.37,5.98,21.17,-10.28,4.33,43.5,-0.69,-2.77,0.57,-0.94,-0.98
Shareholders' Equity,"3,957","3,852","3,630","3,601","3,623","3,234","1,346","1,253","1,154",995.39,847.93
Total Liabilities & Equity,"6,234","6,215","6,084","5,948","5,942","4,830","2,501","2,052","1,784","1,396","1,159"
Total Debt,121.27,119.28,126.62,126.91,125.38,86.18,59.2,-,-,-,-
Net Cash (Debt),883.32,924.61,854.15,914.65,"1,171",874.66,809.43,744.47,761.49,700.04,678.67
Net Cash Growth,-3.39%,8.25%,-6.62%,-21.91%,33.91%,8.06%,8.72%,-2.23%,8.78%,3.15%,12.63%
Net Cash Per Share,12.05,12.33,11.16,11.66,14.70,11.04,10.11,9.15,9.31,8.59,8.33
Filing Date Shares Outstanding,71.75,73.6,75.1,76.61,78.8,79.13,78.75,79.99,80.14,80.28,79.63
Total Common Shares Outstanding,72.04,73.85,75.08,77.27,78.71,78.86,78.43,79.78,80.04,79.55,79.5
Working Capital,567.63,454.41,380.01,498.5,570,523.94,662.45,610.41,658.32,598.64,460.34
Book Value Per Share,54.93,52.16,48.36,46.61,46.03,41.01,17.16,15.70,14.42,12.51,10.67
Tangible Book Value,"3,367","3,306","3,129","3,098","3,094","2,659","1,270","1,171","1,065",913.39,768.76
Tangible Book Value Per Share,46.74,44.77,41.68,40.10,39.31,33.72,16.20,14.68,13.31,11.48,9.67
Land,-,63.88,63.88,58.89,58.87,34.6,26.42,17.63,17.63,3.07,3.07
Buildings,-,529.72,517.55,466,310.34,244.17,209.64,139.32,63.89,7.27,4.23
Machinery,-,"1,008",826.63,686.71,524.85,422.11,393.38,303.91,224.6,192.22,162.74
Construction In Progress,-,133.68,245.72,285.2,367.69,163.49,116.75,95.41,85.98,25.95,42.85
