Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"3,983","3,999","3,862","3,735","3,953","2,472","2,407","1,966","1,473","1,080",845.49
Revenue Growth (YoY),0.56%,3.54%,3.42%,-5.51%,59.90%,2.71%,22.39%,33.47%,36.44%,27.72%,11.01%
Cost of Revenue,"1,224","1,196","1,155","1,101","1,017",708.71,662.9,518.63,356.47,264.58,205.38
Gross Profit,"2,758","2,803","2,708","2,634","2,935","1,763","1,744","1,448","1,117",815.29,640.11
"Selling, General & Admin","1,739","1,763","1,703","1,674","1,709","1,201","1,072",852.4,665.78,490.65,390.24
Research & Development,381.75,364.2,346.83,305.26,250.32,175.31,157.36,128.9,97.56,75.72,61.24
Operating Expenses,"2,121","2,127","2,050","1,980","1,959","1,376","1,229",981.3,763.34,566.37,451.48
Operating Income,637.32,675.56,657.35,654.05,976.4,387.17,514.48,466.56,353.61,248.92,188.63
Interest & Investment Income,19.95,20.22,17.26,5.37,3.1,3.13,12.48,8.58,6.95,4.21,1.47
Earnings From Equity Investments,-,-,-,-,-,-,-7.53,-8.69,-3.22,-1.68,-
Currency Exchange Gain (Loss),-59,-21,-7,-43.8,-13.3,6.8,-2,-5.6,9,-8,-4
Other Non Operating Income (Expenses),48.03,-7.87,-7.4,-5.11,2.82,-7.95,-6.09,-2.89,-4.76,-2.57,-
EBT Excluding Unusual Items,646.29,666.91,660.21,610.51,969.02,389.15,511.34,457.96,361.58,240.88,186.1
Merger & Restructuring Charges,-75.64,-36.97,-14.02,-11.45,-,-10.2,-,-,-,-,-
Gain (Loss) on Sale of Investments,5.92,9.99,-4.99,-,-,-,15.77,-,-,-,-
Legal Settlements,-3.95,-30.97,-,-,43.4,-,28.01,-,-,-,-
Pretax Income,549.47,608.96,641.2,599.06,"1,012",378.95,555.12,457.96,361.58,240.88,186.1
Income Tax Expense,171.07,187.6,196.15,237.48,240.4,"-1,397",112.35,57.72,130.16,51.2,42.08
Net Income,378.4,421.36,445.05,361.57,772.02,"1,776",442.78,400.24,231.42,189.68,144.02
Net Income to Common,378.4,421.36,445.05,361.57,772.02,"1,776",442.78,400.24,231.42,189.68,144.02
Net Income Growth,-14.31%,-5.32%,23.09%,-53.16%,-56.53%,301.08%,10.63%,72.95%,22.00%,31.70%,-1.24%
Shares Outstanding (Basic),73,75,76,78,79,79,79,80,80,80,80
Shares Outstanding (Diluted),73,75,77,78,80,79,80,81,82,81,82
Shares Change (YoY),-2.66%,-2.06%,-2.36%,-1.57%,0.56%,-1.09%,-1.54%,-0.58%,0.43%,-0.04%,-0.93%
EPS (Basic),5.17,5.63,5.82,4.62,9.78,22.55,5.57,5.00,2.89,2.38,1.80
EPS (Diluted),5.16,5.62,5.81,4.61,9.69,22.41,5.53,4.92,2.83,2.33,1.77
EPS Growth,-11.97%,-3.27%,26.03%,-52.42%,-56.76%,305.24%,12.40%,73.85%,21.46%,31.64%,-
Free Cash Flow,566.63,622.65,608.06,276.83,771.45,507.26,597.56,331.37,242.84,177.08,184.55
Free Cash Flow Per Share,7.73,8.30,7.94,3.53,9.68,6.40,7.46,4.07,2.97,2.17,2.26
Gross Margin,69.25%,70.09%,70.10%,70.52%,74.26%,71.33%,72.46%,73.63%,75.81%,75.50%,75.71%
Operating Margin,16.00%,16.89%,17.02%,17.51%,24.70%,15.66%,21.38%,23.73%,24.00%,23.05%,22.31%
Profit Margin,9.50%,10.54%,11.52%,9.68%,19.53%,71.84%,18.40%,20.35%,15.71%,17.57%,17.03%
Free Cash Flow Margin,14.23%,15.57%,15.74%,7.41%,19.52%,20.52%,24.83%,16.85%,16.48%,16.40%,21.83%
EBITDA,810.89,820.6,799.76,779.84,"1,085",480.71,593.47,521.29,397.55,276.12,206.64
EBITDA Margin,20.36%,20.52%,20.71%,20.88%,27.45%,19.45%,24.66%,26.51%,26.98%,25.57%,24.44%
D&A For EBITDA,173.57,145.03,142.4,125.79,108.73,93.54,78.99,54.73,43.94,27.2,18
EBIT,637.32,675.56,657.35,654.05,976.4,387.17,514.48,466.56,353.61,248.92,188.63
EBIT Margin,16.00%,16.89%,17.02%,17.51%,24.70%,15.66%,21.38%,23.73%,24.00%,23.05%,22.31%
Effective Tax Rate,31.13%,30.81%,30.59%,39.64%,23.75%,-,20.24%,12.60%,36.00%,21.25%,22.61%
Advertising Expenses,-,185,201.2,222,325.6,-,119.1,88.4,70.1,36,23.4
