Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"1,349","1,253","1,154","1,022","1,035",934.24,"1,084","1,107","1,012",964.86,544.86
Revenue Growth (YoY),8.63%,8.66%,12.89%,-1.31%,10.82%,-13.83%,-2.06%,9.35%,4.92%,77.09%,86.88%
Cost of Revenue,415.81,381.26,378.5,314.58,329.37,339.48,360.37,364,360.45,380.18,170.11
Gross Profit,933.16,872.17,775.05,707.23,705.99,594.76,723.81,742.96,651.83,584.68,374.75
"Selling, General & Admin",561.38,526.27,518.13,469.24,471.9,446.56,528.47,464.97,380.1,355.16,220.54
Research & Development,174.95,180.51,188.22,155.81,183.41,152.9,146.85,145.95,109.52,82.08,62.87
Amortization of Goodwill & Intangibles,-,-,-,-,-,-,-,37.19,33.14,31.04,10.55
Other Operating Expenses,-13.02,-,2.35,0.62,1.78,56.29,-,-,-,-,-
Operating Expenses,723.3,706.78,708.7,625.66,657.1,655.76,675.32,648.11,522.76,468.28,293.96
Operating Income,209.85,165.39,66.35,81.56,48.9,-60.99,48.49,94.85,129.07,116.4,80.79
Interest Expense,-54.2,-63.07,-58.85,-48.25,-50.15,-40.84,-15.09,-9.83,-7.8,-10.62,-2.26
Interest & Investment Income,23.19,30.16,23.55,5,3.85,0.13,0.8,0.85,1.32,1.7,0.59
Earnings From Equity Investments,-0.04,-0.02,-0.1,-0.05,-0.15,-0.26,-,-0.64,-16.72,-18.68,-3.33
Currency Exchange Gain (Loss),20.84,-4.88,-0.71,0.38,-1.24,-4.85,5.53,-1.88,-18.17,1.1,-11.25
Other Non Operating Income (Expenses),-375.36,21.14,23.28,44.48,-15.91,-27.16,-8.07,-,15.24,0.04,0.13
EBT Excluding Unusual Items,-175.72,148.72,53.52,83.12,-14.7,-133.97,31.67,83.35,102.94,89.94,64.67
Merger & Restructuring Charges,-13.36,-13.36,-0.96,-6.61,-9.71,-7.57,-35.71,-48.34,-32.58,-82.95,-99.41
Impairment of Goodwill,-,-,-,-129.4,-,-21.27,-42.42,-,-,-,-
Gain (Loss) on Sale of Investments,2.41,1.39,-,-,-,-,-,-,34.06,-,-7.59
Gain (Loss) on Sale of Assets,-,-,-,-,-1.9,-180.16,-,-,-,-,-
Asset Writedown,-,-,-89.97,-,-,-,-142.52,-0.57,-,-,-
Legal Settlements,-6.06,-19.69,-34.52,-22.31,-38.07,-3.91,0.6,-294.02,-,-,-
Other Unusual Items,-0.45,-28.78,-9.4,-,-60.24,-1.41,-,11.48,-,-,-
Pretax Income,-191.98,88.29,-81.33,-75.2,-124.62,-348.29,-188.38,-248.09,104.42,6.99,-42.33
Income Tax Expense,25.51,25.06,-98.88,11.05,11.2,-0.96,-30.37,-69.63,49.95,5.11,-20.25
Earnings From Continuing Operations,-217.49,63.23,17.55,-86.25,-135.82,-347.33,-158,-178.46,54.47,1.87,-22.08
Earnings From Discontinued Operations,-,-,-,-,-,-1.49,0.37,-10.94,-79.55,-64.66,-22.34
Net Income,-217.49,63.23,17.55,-86.25,-135.82,-348.82,-157.64,-189.4,-25.09,-62.79,-44.42
Net Income to Common,-217.49,63.23,17.55,-86.25,-135.82,-348.82,-157.64,-189.4,-25.09,-62.79,-44.42
Net Income Growth,-,260.39%,-,-,-,-,-,-,-,-,-
Shares Outstanding (Basic),54,54,54,53,51,49,48,48,48,49,33
Shares Outstanding (Diluted),54,55,54,53,51,49,48,48,49,49,33
Shares Change (YoY),-0.06%,0.67%,1.38%,5.61%,4.20%,0.50%,-0.30%,-0.01%,-1.05%,49.70%,22.97%
EPS (Basic),-3.99,1.17,0.33,-1.61,-2.68,-7.18,-3.26,-3.91,-0.52,-1.29,-1.36
EPS (Diluted),-3.99,1.16,0.32,-1.61,-2.68,-7.18,-3.26,-3.91,-0.52,-1.29,-1.36
EPS Growth,-,262.50%,-,-,-,-,-,-,-,-,-
Free Cash Flow,191.43,135.93,39.93,43.4,77.07,-114.45,-115.83,83.3,58.41,51.79,-39.86
Free Cash Flow Per Share,3.51,2.49,0.74,0.81,1.52,-2.35,-2.40,1.72,1.20,1.06,-1.22
Gross Margin,69.18%,69.58%,67.19%,69.21%,68.19%,63.66%,66.76%,67.12%,64.39%,60.60%,68.78%
Operating Margin,15.56%,13.20%,5.75%,7.98%,4.72%,-6.53%,4.47%,8.57%,12.75%,12.06%,14.83%
Profit Margin,-16.12%,5.04%,1.52%,-8.44%,-13.12%,-37.34%,-14.54%,-17.11%,-2.48%,-6.51%,-8.15%
Free Cash Flow Margin,14.19%,10.85%,3.46%,4.25%,7.44%,-12.25%,-10.68%,7.52%,5.77%,5.37%,-7.32%
EBITDA,254.72,207.71,116.56,129.14,99.95,6.35,119.18,164.79,199.27,187.29,111.54
EBITDA Margin,18.88%,16.57%,10.11%,12.64%,9.65%,0.68%,10.99%,14.89%,19.68%,19.41%,20.47%
D&A For EBITDA,44.87,42.32,50.21,47.57,51.05,67.34,70.69,69.94,70.2,70.89,30.75
EBIT,209.85,165.39,66.35,81.56,48.9,-60.99,48.49,94.85,129.07,116.4,80.79
EBIT Margin,15.56%,13.20%,5.75%,7.98%,4.72%,-6.53%,4.47%,8.57%,12.75%,12.06%,14.83%
Effective Tax Rate,-,28.38%,-,-,-,-,-,-,47.84%,73.18%,-
