Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"1,316","1,201","1,169",888.79,534.52,514.55,469.33,433.95,405.23,383.98,358.63
Revenue Growth (YoY),8.77%,2.75%,31.47%,66.28%,3.88%,9.63%,8.15%,7.09%,5.54%,7.07%,0.65%
Cost of Revenue,962.01,803.53,769.5,651.22,396.69,358.7,349.91,330.41,281.58,265.9,249.95
Gross Profit,353.57,397.11,399.02,237.57,137.83,155.85,119.43,103.53,123.65,118.08,108.68
"Selling, General & Admin",192.75,165.79,149.04,110.82,68.6,60.49,49.42,46.14,47.75,37.39,36.1
Operating Expenses,220.38,186.33,162.8,110.82,68.6,60.49,50.94,47.26,48.65,38.14,36.99
Operating Income,133.19,210.78,236.22,126.75,69.23,95.36,68.49,56.27,75,79.94,71.7
Interest Expense,-13.17,-2.91,-4.84,-2.63,-0.13,-,-,-,-,-,-
Interest & Investment Income,-,-,-,-,-,0.09,0.07,0.21,0.35,0.54,0.43
Other Non Operating Income (Expenses),-1.33,-1.3,-0.74,0.4,0.06,0.05,-1.18,-0.98,-0.63,-0.27,-0.58
EBT Excluding Unusual Items,118.68,206.57,230.64,124.52,69.16,95.5,67.37,55.5,74.72,80.22,71.55
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-0.01,-0.05,-0.25,-0.27
Gain (Loss) on Sale of Assets,0.01,0.02,0.01,0.01,0.02,6.48,-0.34,0.01,-0.05,0.02,0.06
Legal Settlements,-,-,-7.5,-,-,-,-,-,-,-,-
Pretax Income,118.7,206.59,223.15,124.53,69.18,101.98,67.03,55.5,74.62,79.99,71.34
Income Tax Expense,18.45,38.03,45.53,24.16,10.42,22.97,13.32,13.17,20.79,26.62,25.61
Net Income,100.25,168.56,177.62,100.38,58.76,79.01,53.71,42.33,53.83,53.38,45.73
Net Income to Common,100.25,168.56,177.62,100.38,58.76,79.01,53.71,42.33,53.83,53.38,45.73
Net Income Growth,-47.49%,-5.10%,76.96%,70.83%,-25.63%,47.10%,26.89%,-21.37%,0.85%,16.73%,3.55%
Shares Outstanding (Basic),82,81,81,80,79,78,78,78,79,79,81
Shares Outstanding (Diluted),83,84,83,81,81,80,79,79,80,80,82
Shares Change (YoY),-0.32%,0.40%,2.65%,0.69%,1.26%,0.81%,-0.06%,-0.77%,-0.69%,-1.89%,-1.60%
EPS (Basic),1.23,2.07,2.19,1.26,0.75,1.01,0.69,0.54,0.68,0.67,0.56
EPS (Diluted),1.21,2.02,2.13,1.24,0.73,0.99,0.68,0.53,0.67,0.67,0.56
EPS Growth,-46.91%,-5.16%,71.77%,69.86%,-26.51%,46.07%,27.51%,-20.79%,0.99%,19.05%,5.01%
Free Cash Flow,-242.3,-3.13,54.6,-14.71,5.82,61.01,60.76,17.59,16.28,37.32,34.39
Free Cash Flow Per Share,-2.91,-0.04,0.66,-0.18,0.07,0.77,0.77,0.22,0.20,0.47,0.42
Dividend Per Share,0.380,0.320,0.320,0.290,0.260,0.253,0.213,0.213,0.173,0.160,0.147
Dividend Growth,18.75%,-,10.35%,11.54%,2.65%,18.75%,-,23.08%,8.31%,9.07%,22.25%
Gross Margin,26.88%,33.07%,34.15%,26.73%,25.79%,30.29%,25.45%,23.86%,30.51%,30.75%,30.30%
Operating Margin,10.12%,17.55%,20.22%,14.26%,12.95%,18.53%,14.59%,12.97%,18.51%,20.82%,19.99%
Profit Margin,7.62%,14.04%,15.20%,11.29%,10.99%,15.35%,11.44%,9.75%,13.28%,13.90%,12.75%
Free Cash Flow Margin,-18.42%,-0.26%,4.67%,-1.65%,1.09%,11.86%,12.95%,4.05%,4.02%,9.72%,9.59%
EBITDA,209.58,273.51,282.69,161.86,99.58,120.99,91.25,73.93,90.01,92.98,83.44
EBITDA Margin,15.93%,22.78%,24.19%,18.21%,18.63%,23.51%,19.44%,17.04%,22.21%,24.21%,23.27%
D&A For EBITDA,76.39,62.74,46.47,35.11,30.34,25.63,22.77,17.66,15.01,13.04,11.74
EBIT,133.19,210.78,236.22,126.75,69.23,95.36,68.49,56.27,75,79.94,71.7
EBIT Margin,10.12%,17.55%,20.22%,14.26%,12.95%,18.53%,14.59%,12.97%,18.51%,20.82%,19.99%
Effective Tax Rate,15.54%,18.41%,20.40%,19.40%,15.07%,22.52%,19.87%,23.73%,27.87%,33.27%,35.90%
Advertising Expenses,-,3.28,2.59,2.4,1.6,0.8,0.82,0.76,1.74,1.4,1.19
