Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,1.04,0.01,0.29,5.45,2.86,79.03,26.8,1.99,21.46,24.15,7.91
Short-Term Investments,-,-,-,-,-,-,-,-,8.96,19.6,22.52
Cash & Short-Term Investments,1.04,0.01,0.29,5.45,2.86,79.03,26.8,1.99,30.41,43.75,30.43
Cash Growth,6840.00%,-95.12%,-94.73%,90.66%,-96.38%,194.90%,1243.88%,-93.44%,-30.48%,43.76%,-23.96%
Accounts Receivable,473.38,282.86,183.3,142.31,76.53,47.39,67.4,54.08,50.34,43,50.02
Other Receivables,25.51,4.12,-,-,5.72,4.59,0.77,5.9,1.64,6.24,4.7
Receivables,498.89,286.97,183.3,142.31,82.25,51.97,68.2,60.01,52.01,49.27,54.75
Inventory,250.51,187.42,213.53,198.94,130.27,82.22,73.6,77.61,70.79,47.35,38.5
Prepaid Expenses,7.67,7.31,3.1,1.92,2.07,3.77,1.38,1.05,0.52,0.62,0.53
Restricted Cash,1.23,6.5,8.74,0.5,0.63,3.26,17.58,-,-,-,-
Total Current Assets,759.33,488.21,408.95,349.12,218.08,220.25,187.55,140.66,153.73,140.98,124.21
"Property, Plant & Equipment",608.7,525.79,381.72,311.87,275.04,224.91,179.78,163,142.38,114.89,101.06
Long-Term Investments,-,-,-,-,-,-,-,-,-,-,6.92
Goodwill,81.89,81.89,81.89,81.89,85.73,3.23,3.23,3.23,-,-,-
Other Intangible Assets,81.99,78.26,68.05,64.61,70.12,0.04,0.27,0.51,-,-,-
Long-Term Deferred Tax Assets,-,0.84,-,-,-,-,-,-,-,-,-
Other Long-Term Assets,2.15,0.24,0.82,6.42,1.22,0.58,-,-,-,-,-
Total Assets,"1,534","1,175",941.44,813.9,650.18,449.01,371.42,307.99,296.78,256.53,232.85
Accounts Payable,109.74,44.65,27.48,45.51,29.02,12.45,11.76,10.62,10.97,7.1,6.18
Accrued Expenses,82.37,61.06,56.36,43.51,26.9,27.23,26.64,22.94,25.19,21.15,25.27
Current Portion of Long-Term Debt,-,16,-,-,-,-,-,-,-,-,-
Current Portion of Leases,2.9,2.48,2.02,1.25,1.58,0.2,-,-,-,-,-
Current Income Taxes Payable,-,-,1.17,12.47,-,-,-,-,-,-,-
Current Unearned Revenue,19.97,14.91,13.76,21.42,7.54,-,-,-,-,-,-
Other Current Liabilities,35.2,35.81,25.96,21.4,21.73,19.16,17.63,13.94,13.91,10.79,11.96
Total Current Liabilities,250.18,174.91,126.75,145.57,86.77,59.03,56.03,47.49,50.07,39.04,43.41
Long-Term Debt,360.14,138.89,38.33,71,40,-,-,-,-,-,-
Long-Term Leases,14.9,13.59,10.2,5.99,15.47,1.4,-,-,-,-,-
Long-Term Unearned Revenue,-,-,-,-,-,-,-,-,1.51,1.5,0.7
Long-Term Deferred Tax Liabilities,22.2,-,12.13,18.66,31.99,28.32,15.3,9.26,7.98,9.53,8.71
Other Long-Term Liabilities,23.54,23.26,18.8,11.96,9.78,9.39,9.96,1.8,-,0.56,1.12
Total Liabilities,670.96,350.65,206.21,253.19,184.01,98.14,81.28,58.55,59.55,50.63,53.94
Common Stock,0.33,0.33,0.33,0.32,0.21,0.21,0.21,0.21,0.21,0.21,0.21
Additional Paid-In Capital,56.35,68.95,122.06,98.74,81.65,5.16,3.63,-,-,-,-
Retained Earnings,806.43,755.31,612.84,461.66,384.31,345.5,286.3,249.24,237.02,205.69,178.71
Shareholders' Equity,863.11,824.58,735.22,560.71,466.17,350.87,290.14,249.44,237.23,205.9,178.92
Total Liabilities & Equity,"1,534","1,175",941.44,813.9,650.18,449.01,371.42,307.99,296.78,256.53,232.85
Total Debt,377.95,170.96,50.55,78.25,57.05,1.6,-,-,-,-,-
Net Cash (Debt),-376.91,-170.95,-50.26,-72.8,-54.19,77.42,26.8,1.99,30.41,43.75,30.43
Net Cash Growth,-,-,-,-,-,188.92%,1243.88%,-93.44%,-30.48%,43.76%,-23.96%
Net Cash Per Share,-4.53,-2.04,-0.60,-0.90,-0.67,0.97,0.34,0.03,0.38,0.55,0.37
Filing Date Shares Outstanding,81.63,81.6,81.58,80.22,78.79,78.43,78.14,77.96,78.65,78.96,79.57
Total Common Shares Outstanding,81.59,81.44,81.51,80.14,78.79,78.34,78.12,77.99,78.63,78.98,79.52
Working Capital,509.15,313.31,282.21,203.55,131.31,161.22,131.52,93.17,103.66,101.94,80.8
Book Value Per Share,10.58,10.13,9.02,7.00,5.92,4.48,3.71,3.20,3.02,2.61,2.25
Tangible Book Value,699.22,664.43,585.28,414.22,310.32,347.6,286.64,245.71,237.23,205.9,178.92
Tangible Book Value Per Share,8.57,8.16,7.18,5.17,3.94,4.44,3.67,3.15,3.02,2.61,2.25
Land,17.15,17.15,15.44,8.54,5.02,4.07,3.27,3.11,2.23,2.23,2.23
Buildings,343.65,315.85,205.84,169.16,135.86,122.17,101.11,97.39,92.08,78.81,68.81
Machinery,586.69,487,432.15,372.08,341.33,300.22,252.95,229.38,198.03,171,154.37
Order Backlog,-,867.09,510.03,-,-,-,-,-,-,-,-
