Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Operating Revenue,"3,439","3,366","2,965","2,531","2,411","1,982","2,067","1,888","1,758","1,600","1,617"
Other Revenue,-,-,-,-,7.4,6,5.5,7.3,8.2,11.2,7.2
Revenue,"3,439","3,366","2,965","2,531","2,418","1,988","2,073","1,896","1,766","1,611","1,624"
Revenue Growth (YoY),6.10%,13.56%,17.14%,4.67%,21.65%,-4.11%,9.34%,7.34%,9.59%,-0.77%,-10.23%
Cost of Revenue,"1,760","1,683","1,445","1,224","1,205","1,044","1,072",989.1,944.3,855,894
Gross Profit,"1,679","1,683","1,519","1,307","1,213",943.6,"1,001",906.5,821.6,756.3,729.8
"Selling, General & Admin",945.3,892.5,729.5,608.4,563.4,471.9,502.7,448.6,420,394.4,392.2
Research & Development,400,376.5,294.8,235.9,220.8,198,187.7,173.4,161.6,147.9,145.7
Other Operating Expenses,-35.9,3.8,5.9,3.2,3.9,8.4,8.1,9.3,4.4,6.2,9.3
Operating Expenses,"1,309","1,273","1,030",847.5,788.1,678.3,696.2,631.3,586,548.5,547.2
Operating Income,369.9,410.3,489.1,459.1,424.9,265.3,304.4,275.2,235.6,207.8,182.6
Interest Expense,-64.7,-47.9,-16.4,-16.1,-14.3,-14.4,-16,-12.6,-15.4,-13.2,-13
Interest & Investment Income,12.6,9.3,7.5,2.8,0.9,3.2,1.3,1.2,0.8,0.3,1.2
Earnings From Equity Investments,-1.3,-1.7,2,1,-,-,-,-,-,-,-
Currency Exchange Gain (Loss),13.5,23.7,-13.3,-5.8,-4.1,-8,-3.3,-3,-5.5,4.1,-5.5
Other Non Operating Income (Expenses),9,-,-3.1,1.3,-,-,-,0.6,0.5,-,-0.2
EBT Excluding Unusual Items,339,393.7,465.8,442.3,407.4,246.1,286.4,261.4,216,199,165.1
Merger & Restructuring Charges,-158,-150.5,-39,-27.1,-14.3,-18.2,-6,-16.7,-16.4,-21.6,-33.9
Gain (Loss) on Sale of Investments,-17.8,-24.6,-11.4,-,-,-,-,-,-,-,-
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-0.2
Asset Writedown,-30.7,-2.2,-5.7,-0.3,0.5,-2.1,-,-,-,-,-
Legal Settlements,-16.2,-,-,-,-,-,-,-,-,-,-
Other Unusual Items,-11.2,-11.2,136.5,-,-,-,-,-,-3.9,0.2,-3
Pretax Income,8.6,205.2,546.2,414.9,393.6,225.8,280.4,244.7,197.8,177.6,128
Income Tax Expense,32.2,91.4,117.7,116.4,113,64.4,82.4,63.7,117.5,23.1,23.1
Earnings From Continuing Operations,-23.6,113.8,428.5,298.5,280.6,161.4,198,181,80.3,154.5,104.9
Minority Interest in Earnings,2.7,-0.7,-1.3,-1.9,-3.5,-3.6,-0.8,-1.3,-1.7,-0.9,-3.3
Net Income,-20.9,113.1,427.2,296.6,277.1,157.8,197.2,179.7,78.6,153.6,101.6
Net Income to Common,-23.7,113.1,427.2,296.6,277.1,157.8,197.2,179.7,78.6,153.6,101.6
Net Income Growth,-,-73.52%,44.03%,7.04%,75.60%,-19.98%,9.74%,128.63%,-48.83%,51.18%,79.19%
Shares Outstanding (Basic),152,149,146,149,151,153,155,156,158,161,168
Shares Outstanding (Diluted),152,150,147,149,153,155,157,157,159,162,169
Shares Change (YoY),2.43%,1.56%,-1.47%,-2.29%,-1.10%,-1.28%,-0.38%,-1.19%,-1.91%,-4.08%,-0.24%
EPS (Basic),-0.16,0.76,2.92,2.00,1.83,1.03,1.27,1.15,0.50,0.95,0.60
EPS (Diluted),-0.16,0.76,2.90,1.99,1.81,1.02,1.26,1.14,0.49,0.95,0.60
EPS Growth,-,-73.83%,45.73%,9.95%,77.45%,-19.05%,10.53%,132.65%,-48.42%,58.33%,81.82%
Free Cash Flow,-10.6,136,243.2,145.2,190.4,235,140.4,190.5,110.7,93.7,195
