Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,702.57,591.84,492.68,410.92,322.83,265.17,214.55,147.28,99.13,64.07,36.14
Revenue Growth (YoY),25.45%,20.13%,19.90%,27.29%,21.74%,23.59%,45.68%,48.57%,54.72%,77.29%,66.17%
Cost of Revenue,208.31,184.31,160.88,129.29,109.26,70.28,52.49,38.8,28.2,20.88,14.7
Gross Profit,494.26,407.53,331.81,281.63,213.57,194.89,162.07,108.48,70.93,43.19,21.44
"Selling, General & Admin",458.56,407.49,369.78,317.12,274.84,197.23,179.52,133.31,85.25,51.62,36.72
Research & Development,82.65,71.46,60.24,46.61,38.67,41.33,37.3,20.86,13.27,7.15,6.35
Operating Expenses,541.21,478.95,430.02,363.73,313.51,238.56,216.82,154.17,98.52,58.77,43.07
Operating Income,-46.94,-71.42,-98.22,-82.09,-99.94,-43.67,-54.76,-45.69,-27.59,-15.58,-21.63
Interest Expense,-13.15,-12.82,-3.65,-4.14,-1.17,-1.52,-1.64,-3.12,-3.39,-3.25,-1.06
Interest & Investment Income,21.92,21.94,6.35,2.35,0.25,2.02,1.01,0.59,0.89,-,0
Currency Exchange Gain (Loss),-,-,-,-,-0.13,-,-,-,-,-,-
Other Non Operating Income (Expenses),0.31,1.25,-0.2,-0.31,-,-,-,-,-,-2.07,-0.11
EBT Excluding Unusual Items,-37.86,-61.05,-95.71,-84.2,-100.99,-43.17,-55.39,-48.21,-30.09,-20.9,-22.8
Merger & Restructuring Charges,-4.76,-11.07,-15.87,-8.53,-,-,-,-,-,-,-
Gain (Loss) on Sale of Investments,3.89,-,-,-,-,-0.43,0.88,0.91,0.35,-,-
Asset Writedown,-2.48,-0.64,-11.08,-23.16,-,-,-,-,-,-,-
Other Unusual Items,-,-7.59,-,-,-,-,-,-3.03,-,-,-
Pretax Income,-50.81,-112.72,-122.66,-115.89,-100.99,-43.6,-54.5,-50.33,-29.74,-20.9,-22.8
Income Tax Expense,0.66,0.57,0.75,0.27,0.37,0.23,0.07,0.04,-,-,-
Net Income,-51.46,-113.29,-123.41,-116.16,-101.36,-43.83,-54.57,-50.38,-29.74,-20.9,-22.8
Net Income to Common,-51.46,-113.29,-123.41,-116.16,-101.36,-43.83,-54.57,-50.38,-29.74,-20.9,-22.8
Shares Outstanding (Basic),32,31,31,30,29,28,25,24,23,5,1
Shares Outstanding (Diluted),32,31,31,30,29,28,25,24,23,5,1
Shares Change (YoY),2.38%,2.19%,2.05%,1.99%,5.68%,9.85%,5.78%,5.56%,328.07%,284.12%,4.70%
EPS (Basic),-1.62,-3.63,-4.04,-3.88,-3.46,-1.58,-2.16,-2.11,-1.31,-3.95,-16.57
EPS (Diluted),-1.62,-3.63,-4.04,-3.88,-3.46,-1.58,-2.16,-2.11,-1.31,-3.95,-16.57
Free Cash Flow,32.42,-30.55,-90.53,-52.84,-65.82,-27.31,-42.32,-34.27,-18.47,-19.41,-19.79
Free Cash Flow Per Share,1.02,-0.98,-2.96,-1.77,-2.24,-0.98,-1.68,-1.44,-0.82,-3.67,-14.38
Gross Margin,70.35%,68.86%,67.35%,68.54%,66.16%,73.50%,75.54%,73.66%,71.55%,67.41%,59.33%
Operating Margin,-6.68%,-12.07%,-19.93%,-19.98%,-30.96%,-16.47%,-25.52%,-31.02%,-27.83%,-24.32%,-59.85%
Profit Margin,-7.32%,-19.14%,-25.05%,-28.27%,-31.40%,-16.53%,-25.43%,-34.21%,-30.00%,-32.62%,-63.09%
Free Cash Flow Margin,4.61%,-5.16%,-18.37%,-12.86%,-20.39%,-10.30%,-19.73%,-23.27%,-18.63%,-30.30%,-54.77%
EBITDA,-41.07,-65.61,-94.07,-78.49,-96.7,-36.77,-51.31,-43.42,-25.99,-15.01,-21.14
EBITDA Margin,-5.85%,-11.09%,-19.09%,-19.10%,-29.95%,-13.87%,-23.91%,-29.48%,-26.22%,-23.43%,-58.49%
D&A For EBITDA,5.88,5.82,4.15,3.61,3.24,6.9,3.45,2.27,1.6,0.57,0.49
EBIT,-46.94,-71.42,-98.22,-82.09,-99.94,-43.67,-54.76,-45.69,-27.59,-15.58,-21.63
EBIT Margin,-6.68%,-12.07%,-19.93%,-19.98%,-30.96%,-16.47%,-25.52%,-31.02%,-27.83%,-24.32%,-59.85%
