Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,482.13,483.22,326.22,326.25,230.4,117.68,88.89,80.45,76.64,149.42,116.5
Short-Term Investments,-,-,-,-,-,-,-,7.52,52.5,40.55,23.25
Cash & Short-Term Investments,482.13,483.22,326.22,326.25,230.4,117.68,88.89,87.98,129.15,189.97,139.75
Cash Growth,24.50%,48.13%,-0.01%,41.60%,95.79%,32.39%,1.04%,-31.88%,-32.02%,35.94%,33.97%
Receivables,"1,215","1,200","1,176",976.51,927.78,471.67,217.57,205.68,165.89,192.06,218.24
Prepaid Expenses,27.94,19.91,20.51,23.25,19.19,17.03,6.59,6.88,9.62,9.44,7.42
Restricted Cash,-,-,-,0.25,0.24,-,-,-,-,0.1,0.3
Other Current Assets,-,-,-,-,0.5,0.7,-,-,-,-,-
Total Current Assets,"1,726","1,703","1,523","1,326","1,178",607.07,313.05,300.54,304.66,391.58,365.71
"Property, Plant & Equipment",162.52,119.06,107.92,123.18,111.05,63.28,45.16,33.49,47.39,36.25,25.4
Long-Term Investments,-,-,-,-,-,-,-,-,-,-,13.48
Goodwill,983.9,978.22,978.22,978.22,969.87,158.13,7.37,-,-,65.71,65.71
Other Intangible Assets,43.17,47.93,72.94,277.17,446.71,106.04,27.44,24.74,26.09,23.33,64.71
Long-Term Deferred Tax Assets,-,0.3,0.4,2.4,1.8,0.4,-,-,-,-,-
Long-Term Deferred Charges,-,-,-,-,0.7,0.2,-,-,-,-,-
Other Long-Term Assets,5.59,6.08,6.33,4.98,4.36,3.84,2.1,1.24,5.49,2.92,1.73
Total Assets,"2,921","2,855","2,689","2,712","2,713",938.96,395.12,360.01,383.64,519.78,536.74
Accounts Payable,"1,458","1,449","1,357","1,077",983.12,496.87,252.71,233.55,207.46,205.19,235.81
Accrued Expenses,20.71,17.7,15.09,15.07,16.23,12.44,6.73,6.13,6.65,9.71,12.16
Current Portion of Long-Term Debt,208.15,3.64,3.6,3.6,3.6,-,-,-,-,-,-
Current Portion of Leases,20.2,16.09,20.4,21.17,19.14,9.81,7.28,-,-,-,-
Other Current Liabilities,5.95,9.88,5.96,8.25,7.3,3.07,0.78,1.3,3.14,3.53,2.2
Total Current Liabilities,"1,713","1,496","1,402","1,125","1,029",522.2,267.5,240.98,217.24,218.44,250.16
Long-Term Debt,348.11,550.1,532.99,722.76,720.02,-,-,-,-,-,-
Long-Term Leases,48.76,38.98,49.67,66.33,66.49,32.28,15.23,-,-,-,-
Long-Term Deferred Tax Liabilities,-,0.7,0.7,5.07,13.3,0.2,-,-,-,0.04,6.23
Other Long-Term Liabilities,2.82,0.78,1.64,1.72,2.65,2.67,0.45,1.02,1.78,1.78,2.25
Total Liabilities,"2,113","2,087","1,987","1,921","1,832",557.35,283.18,242,219.02,220.26,258.64
Common Stock,0,0,0,0,0,0,0,0,-,-,-
Additional Paid-In Capital,"1,449","1,434","1,388","1,319","1,283",777.08,453.06,433.88,418.35,398.79,358.41
Retained Earnings,-639.61,-661.17,-683.96,-524.77,-394.45,-394.52,-341.08,-315.61,-253.78,-99,-80.29
Treasury Stock,-,-,-,-,-6.01,-,-,-,-,-,-
Comprehensive Income & Other,-1.53,-4.42,-2.08,-3.15,-1.38,-0.96,-0.05,-0.26,0.04,-0.27,-0.02
Shareholders' Equity,807.95,768.22,701.68,791.3,880.76,381.61,111.94,118.01,164.61,299.51,278.1
Total Liabilities & Equity,"2,921","2,855","2,689","2,712","2,713",938.96,395.12,360.01,383.64,519.78,536.74
Total Debt,625.22,608.81,606.65,813.86,809.25,42.09,22.51,-,-,-,-
Net Cash (Debt),-143.1,-125.59,-280.43,-487.61,-578.85,75.59,66.38,87.98,129.15,189.97,153.23
Net Cash Growth,-,-,-,-,-,13.88%,-24.55%,-31.88%,-32.02%,23.98%,46.45%
Net Cash Per Share,-0.93,-0.86,-2.05,-3.67,-4.25,0.78,1.26,1.75,2.64,4.07,3.44
Filing Date Shares Outstanding,143.65,142.95,139.93,135.06,132.27,115.57,55.04,51.54,49.68,48.27,47.18
Total Common Shares Outstanding,143.64,141.43,138.58,134.01,132.2,114.03,53.89,50.96,49.68,48.27,45.12
Working Capital,12.47,207.2,120.87,201.23,148.72,84.87,45.55,59.56,87.41,173.14,115.54
Book Value Per Share,5.62,5.43,5.06,5.90,6.66,3.35,2.08,2.32,3.31,6.21,6.16
Tangible Book Value,-219.11,-257.93,-349.47,-464.09,-535.82,117.44,77.13,93.27,138.52,210.48,147.68
Tangible Book Value Per Share,-1.53,-1.82,-2.52,-3.46,-4.05,1.03,1.43,1.83,2.79,4.36,3.27
Machinery,221.91,187.64,158.85,154.06,128.38,118.03,107.39,100.86,92.86,64.28,42.72
Leasehold Improvements,1.11,2.58,3.89,3.37,3.31,2.74,1.59,2.57,3.33,3.39,3.24
