Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,702.57,668.17,619.71,577.07,468.41,221.63,156.41,124.69,155.55,278.22,248.48
Revenue Growth (YoY),6.27%,7.82%,7.39%,23.20%,111.35%,41.69%,25.45%,-19.84%,-44.09%,11.97%,98.32%
Cost of Revenue,264.89,258.84,409.91,307.17,201.66,77.75,57.39,60,56.84,73.25,58.5
Gross Profit,437.67,409.33,209.8,269.9,266.75,143.88,99.02,64.68,98.71,204.97,189.99
"Selling, General & Admin",265.48,263,263.03,281.46,235.2,129.02,84.32,86.99,107.09,151.9,151.93
Research & Development,86.34,95.24,94.32,93.76,74.45,51.55,40.25,37.86,47.5,51.18,42.06
Operating Expenses,351.82,358.25,357.35,375.22,309.64,180.56,124.57,124.85,154.59,203.08,193.98
Operating Income,85.85,51.09,-147.54,-105.32,-42.89,-36.68,-25.54,-60.17,-55.88,1.89,-3.99
Interest Expense,-20.35,-27.03,-32.37,-29.26,-19.85,-,-,-,-,-,-
Interest & Investment Income,-,-,-,-,-,0.05,0.79,0.99,0.91,0.49,0.06
Currency Exchange Gain (Loss),-0.44,5.08,-1.95,1.13,1.48,-2.22,-0.48,0.39,-1.17,0.94,1.4
Other Non Operating Income (Expenses),1.9,5.05,5.3,5.32,4.45,3.67,0.29,0.77,0.69,0.55,-
EBT Excluding Unusual Items,66.96,34.19,-176.56,-128.13,-56.81,-35.19,-24.95,-58.03,-55.45,3.88,-2.53
Merger & Restructuring Charges,-,-,-7.47,-7.47,-38.18,-17.55,-2.04,-3.44,-6.26,-3.32,-1.3
Impairment of Goodwill,-,-,-,-,-,-,-,-,-90.25,-,-
Asset Writedown,-,-,-,-,-,-,-,-,-4.59,-23.47,-
Other Unusual Items,-2.15,-7.71,26.48,-,-,-,-,-,-,-,-0.31
Pretax Income,64.81,26.48,-157.55,-135.6,-94.99,-52.74,-26.99,-61.47,-156.55,-22.91,-4.14
Income Tax Expense,6.84,3.7,1.64,-5.27,-95.05,0.69,-1.51,0.36,-1.76,-4.86,-4.56
Net Income,57.97,22.79,-159.18,-130.32,0.07,-53.43,-25.48,-61.82,-154.78,-18.05,0.42
Net Income to Common,57.97,22.79,-159.18,-130.32,0.07,-53.43,-25.48,-61.82,-154.78,-18.05,0.42
Shares Outstanding (Basic),142,141,137,133,126,97,53,50,49,47,40
Shares Outstanding (Diluted),154,147,137,133,136,97,53,50,49,47,44
Shares Change (YoY),10.42%,7.46%,2.81%,-2.48%,40.91%,83.79%,4.69%,2.84%,4.75%,4.85%,57.69%
EPS (Basic),0.41,0.16,-1.17,-0.98,0.00,-0.55,-0.48,-1.23,-3.17,-0.39,0.01
EPS (Diluted),0.38,0.16,-1.17,-0.98,0.00,-0.55,-0.48,-1.23,-3.17,-0.39,0.01
Free Cash Flow,173.55,202.39,187.6,161.74,108.89,-26.36,20.56,-34.12,-10.9,36.64,56.75
Free Cash Flow Per Share,1.12,1.38,1.37,1.22,0.80,-0.27,0.39,-0.68,-0.22,0.79,1.27
Gross Margin,62.30%,61.26%,33.86%,46.77%,56.95%,64.92%,63.31%,51.88%,63.46%,73.67%,76.46%
Operating Margin,12.22%,7.65%,-23.81%,-18.25%,-9.16%,-16.55%,-16.33%,-48.26%,-35.92%,0.68%,-1.61%
Profit Margin,8.25%,3.41%,-25.69%,-22.58%,0.01%,-24.11%,-16.29%,-49.58%,-99.51%,-6.49%,0.17%
Free Cash Flow Margin,24.70%,30.29%,30.27%,28.03%,23.25%,-11.89%,13.14%,-27.36%,-7.01%,13.17%,22.84%
EBITDA,130.14,97.6,78.98,98.14,94.99,4.27,-0.92,-32.03,-30.75,26.86,14.02
EBITDA Margin,18.52%,14.61%,12.74%,17.01%,20.28%,1.93%,-0.59%,-25.69%,-19.77%,9.65%,5.64%
D&A For EBITDA,44.29,46.51,226.52,203.45,137.89,40.95,24.63,28.14,25.13,24.96,18.01
EBIT,85.85,51.09,-147.54,-105.32,-42.89,-36.68,-25.54,-60.17,-55.88,1.89,-3.99
EBIT Margin,12.22%,7.65%,-23.81%,-18.25%,-9.16%,-16.55%,-16.33%,-48.26%,-35.92%,0.68%,-1.61%
Effective Tax Rate,10.55%,13.96%,-,-,-,-,-,-,-,-,-
