Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Investments in Debt Securities,"2,898","2,641","2,347","1,925","2,075","1,850","1,104",852.65,693.32,567.19,538.68
Other Investments,118.06,82.62,23.81,174.08,11.02,0.37,44.27,58.84,22.56,61.78,20.55
Total Investments,"3,016","2,724","2,371","2,099","2,086","1,851","1,149",911.49,715.88,628.97,559.24
Cash & Equivalents,130.44,54.22,95.35,42.25,73.48,121.38,38.43,23.88,19.2,47.75,57.32
Reinsurance Recoverable,35.32,32.26,27.51,21.59,20.32,17.61,4.94,3,1.9,0.3,-
Other Receivables,111.52,105.19,96.24,83.82,72.26,59.64,52.92,41.7,29.39,17.15,8.02
Deferred Policy Acquisition Cost,64.19,64.33,62.91,58.56,59.58,62.23,59.97,46.84,37.93,30.11,17.53
"Property, Plant & Equipment",22.76,33.88,39.35,42.33,34.65,34.27,32.5,24.77,22.8,20.4,15.2
Goodwill,-,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24
Other Intangible Assets,3.63,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39
Restricted Cash,-,0.09,1.34,2.18,3.17,5.56,2.66,1.41,-,-,-
Other Current Assets,322.18,322.18,235.29,154.41,89.24,9.48,19,33.61,42.4,39.91,1.43
Long-Term Deferred Tax Assets,-,-,-,-,-,-,-,-,19.93,51.43,-
Long-Term Deferred Charges,1.9,2.3,0.8,1.2,-,-,-,-,-,-,-
Other Long-Term Assets,19.69,8.36,7.07,6.67,8.32,2.19,2.23,1.71,1.79,0.25,0.09
Total Assets,"3,727","3,350","2,941","2,516","2,451","2,167","1,365","1,092",894.85,839.9,662.45
Accounts Payable,90.11,87.56,83.69,72.08,69.5,61.72,39.9,31.14,23.36,25.3,22.73
Accrued Expenses,3.3,15.6,2.5,2.5,2.5,-,-,-,-,-,-
Unpaid Claims,180.35,152.07,123.97,99.84,103.55,90.57,23.75,12.81,8.76,3,0.68
Unearned Premiums,49.8,65.22,92.3,123.04,139.24,118.82,136.64,158.89,168.19,157.74,90.77
Reinsurance Payable,-,-,-,2.67,5.6,8.65,14.31,27.11,34.1,30.63,-
Current Portion of Leases,-,2.37,-,-,-,-,-,-,-,-,-
Long-Term Debt,416.55,415.15,397.6,396.05,394.62,393.3,145.76,146.76,143.88,144.35,143.94
Long-Term Leases,8.96,7.89,11.4,12.1,2.9,5.3,7.4,-,-,-,-
Long-Term Deferred Tax Liabilities,463.26,386.19,301.57,193.86,164.18,112.59,56.36,2.74,-,-,0.14
Other Long-Term Liabilities,-,0.49,1.48,0.17,2.71,6.14,10.27,11.09,7.47,3.37,1.47
Total Liabilities,"1,212","1,133","1,015",902.3,884.8,797.08,434.4,390.54,385.77,364.39,259.72
Common Stock,0.88,0.88,0.87,0.87,0.86,0.85,0.68,0.66,0.61,0.59,0.59
Additional Paid-In Capital,"1,011","1,005",990.82,972.72,955.3,937.87,707,682.18,585.49,576.93,570.34
Retained Earnings,"1,878","1,583","1,223",901.04,608.14,377.01,205.45,33.49,-74.16,-96.72,-160.72
Treasury Stock,-320.88,-246.59,-148.92,-56.58,-,-,-,-,-,-,-
Comprehensive Income & Other,-53.65,-124.8,-139.92,-204.32,1.49,53.86,17.29,-14.83,-2.86,-5.29,-7.47
Shareholders' Equity,"2,515","2,217","1,926","1,614","1,566","1,370",930.42,701.5,509.08,475.51,402.73
Total Liabilities & Equity,"3,727","3,350","2,941","2,516","2,451","2,167","1,365","1,092",894.85,839.9,662.45
Filing Date Shares Outstanding,76.87,78.45,80.88,83.66,85.84,85.3,68.44,66.43,60.61,59.15,58.83
Total Common Shares Outstanding,77.1,78.6,80.88,83.55,85.79,85.16,68.36,66.32,60.52,59.15,58.81
Total Debt,425.51,425.41,409,408.15,397.52,398.6,153.16,146.76,143.88,144.35,143.94
Net Cash (Debt),-295.07,-371.19,-313.64,-365.9,-324.04,-277.22,-114.74,-122.88,-124.69,-96.61,-86.62
Net Cash Per Share,-3.70,-4.57,-3.74,-4.25,-3.73,-3.50,-1.65,-1.82,-2.01,-1.59,-1.48
Book Value Per Share,32.62,28.21,23.81,19.31,18.25,16.08,13.61,10.58,8.41,8.04,6.85
Tangible Book Value,"2,511","2,214","1,922","1,610","1,562","1,366",926.79,697.87,505.44,471.88,399.1
Tangible Book Value Per Share,32.57,28.17,23.77,19.27,18.21,16.04,13.56,10.52,8.35,7.98,6.79
Machinery,-,10.49,11.41,10.73,9.65,9.12,8.99,7.04,4.13,3.1,1.8
Leasehold Improvements,-,2.51,2.51,2.51,3.4,3.4,3.44,3.49,3.49,3.45,1.03
