Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"2,318","2,396","2,365","2,143","1,673","1,273","1,064",751.41,445.94,426.61,453.34
Revenue Growth (YoY),-3.64%,1.31%,10.37%,28.07%,31.42%,19.68%,41.55%,68.50%,4.53%,-5.90%,-29.65%
Cost of Revenue,"1,104","1,094","1,031","1,007",828.28,664.56,650.35,462.03,280.37,258.42,290.4
Gross Profit,"1,214","1,302","1,334","1,135",844.7,608.43,413.31,289.38,165.57,168.19,162.94
"Selling, General & Admin",572.13,580.13,583.47,552.01,452,321.8,244.4,204.81,138.47,130.67,139.36
Other Operating Expenses,30.98,29.79,17.37,24.52,27.89,12.4,12.66,13.9,12.14,1.83,1.19
Operating Expenses,698.52,692.75,673.76,638.91,541.66,369.38,269.45,232.02,159.26,141.52,163.22
Operating Income,515.88,609.09,660.11,496.57,303.04,239.05,143.86,57.36,6.31,26.67,-0.28
Interest Expense,-235.26,-227.31,-205.04,-146.28,-116.36,-119.32,-122.5,-98.43,-119.31,-94.67,-92.03
Interest & Investment Income,-,-,-,-,-,-,-,-,12.23,10.23,9.78
Currency Exchange Gain (Loss),-0.93,-0.59,-6.75,-0.89,-0.43,0.26,0.69,-2.45,12.88,-13.1,-11.31
Other Non Operating Income (Expenses),-,-,-,-,-26.6,3.46,-109.62,23.83,-,-,-
EBT Excluding Unusual Items,279.68,381.19,448.32,349.41,159.66,123.45,-87.58,-19.7,-87.89,-70.87,-93.84
Merger & Restructuring Charges,-4.56,-239.13,-12.63,-15.4,-28.41,-91.64,-39.04,-65.53,-26.08,-11.23,-9.19
Impairment of Goodwill,-,-,-,-,-,-,-,-,-60.74,-5.53,-
Gain (Loss) on Sale of Assets,29.17,27.09,32.72,31.2,26.18,14.12,11.66,12.88,9.31,-,-
Asset Writedown,-,-132.54,-,-,-,-,-2.85,-1.6,-,-,-
Other Unusual Items,-,-,-,-,-6,-42.4,-8.76,-,-,-,-
Pretax Income,304.3,36.6,468.42,365.2,151.42,3.53,-123.36,-68.34,-165.4,-87.63,-103.02
Income Tax Expense,80.75,8.48,126.58,88.86,36.53,-56.04,-2.19,-38.6,-0.94,-24.5,-34.07
Earnings From Continuing Operations,223.54,28.13,341.84,276.34,114.9,59.57,-121.17,-29.74,-164.46,-63.13,-68.95
Earnings From Discontinued Operations,-,-,134.61,63.2,45.25,15.77,-,-,14.65,32.2,-2.63
Net Income to Company,223.54,28.13,476.46,339.54,160.14,75.34,-121.17,-29.74,-149.81,-30.94,-71.59
Minority Interest in Earnings,-,-,-,-,-,-1.21,0.42,4.53,2.11,-,-
Net Income,223.54,28.13,476.46,339.54,160.14,74.13,-120.74,-25.21,-147.7,-30.94,-71.59
Net Income to Common,223.54,28.13,476.46,339.54,160.14,74.13,-120.74,-25.21,-147.7,-30.94,-71.59
Net Income Growth,785.59%,-94.10%,40.32%,112.02%,116.04%,-,-,-,-,-,-
Shares Outstanding (Basic),183,188,199,217,227,169,109,87,20,15,15
Shares Outstanding (Diluted),186,190,202,221,233,177,109,89,20,15,15
Shares Change (YoY),-2.30%,-5.73%,-8.83%,-4.90%,31.32%,63.10%,22.18%,350.15%,35.85%,-,-
EPS (Basic),1.22,0.15,2.40,1.57,0.71,0.44,-1.11,-0.29,-7.47,-2.13,-4.92
EPS (Diluted),1.20,0.15,2.36,1.54,0.68,0.25,-1.11,-0.53,-7.47,-2.13,-4.92
EPS Growth,816.06%,-93.66%,53.50%,124.36%,178.23%,-,-,-,-,-,-
Free Cash Flow,517.96,326.35,563.32,328.56,286.12,154.92,1.22,-97.6,-89.47,13.94,-48.9
Free Cash Flow Per Share,2.78,1.72,2.79,1.48,1.23,0.87,0.01,-1.10,-4.53,0.96,-3.36
Gross Margin,52.39%,54.34%,56.41%,53.00%,50.49%,47.80%,38.86%,38.51%,37.13%,39.42%,35.94%
Operating Margin,22.25%,25.42%,27.91%,23.18%,18.11%,18.78%,13.53%,7.63%,1.42%,6.25%,-0.06%
Profit Margin,9.64%,1.17%,20.15%,15.85%,9.57%,5.82%,-11.35%,-3.36%,-33.12%,-7.25%,-15.79%
Free Cash Flow Margin,22.35%,13.62%,23.82%,15.33%,17.10%,12.17%,0.11%,-12.99%,-20.06%,3.27%,-10.79%
EBITDA,611.3,691.92,733.04,558.95,367.45,293.81,158.62,72.39,14.96,35.69,22.4
EBITDA Margin,26.37%,28.88%,31.00%,26.09%,21.96%,23.08%,14.91%,9.63%,3.36%,8.37%,4.94%
D&A For EBITDA,95.42,82.83,72.92,62.38,64.41,54.76,14.76,15.03,8.65,9.02,22.68
EBIT,515.88,609.09,660.11,496.57,303.04,239.05,143.86,57.36,6.31,26.67,-0.28
EBIT Margin,22.25%,25.42%,27.91%,23.18%,18.11%,18.78%,13.53%,7.63%,1.42%,6.25%,-0.06%
Effective Tax Rate,26.54%,23.15%,27.02%,24.33%,24.12%,-,-,-,-,-,-
Revenue as Reported,"2,318","2,396","2,365","2,143","1,673","1,273","1,064",751.41,445.94,426.61,453.34
Advertising Expenses,-,15.9,10.5,8.5,7.6,7,4,4.4,3.3,2.9,3.8
