Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,275.47,211.6,189,152.63,52.15,69.05,120.11,657.98,467.31,95.94,234.32
Investment Securities,"1,592","1,395","1,662","1,541","1,007",676.57,503.89,550.9,682.45,628.43,627.72
Trading Asset Securities,10.14,5.84,1.9,1.03,3.77,11.78,1.96,3.2,2.5,3.83,1.24
Mortgage-Backed Securities,"1,605","1,503","1,206","1,018","1,062",806.94,"1,047",632.86,269.3,265.97,180.97
Total Investments,"3,207","2,904","2,871","2,560","2,073","1,495","1,553","1,187",954.25,898.23,809.93
Gross Loans,"13,381","11,462","11,331","10,795","9,512","9,647","8,428","8,025","5,952","5,811","4,522"
Allowance for Loan Losses,-149.18,-123.92,-126.46,-110.82,-106.06,-120.16,-58.23,-52.09,-45.13,-42,-38.36
Other Adjustments to Gross Loans,-2.39,-3.06,-2.25,-0.66,-5.71,-18.2,-8.98,-7.06,-4.83,-4.02,-2.86
Net Loans,"13,230","11,335","11,203","10,684","9,400","9,509","8,361","7,966","5,902","5,765","4,481"
"Property, Plant & Equipment",468.92,417.19,413.08,382.93,323.52,320.58,279.32,211.8,194.9,198.57,173.7
Goodwill,591.69,457.62,456.34,458.48,457.19,452.33,446.82,433.66,270.25,264.91,154.84
Other Intangible Assets,101.88,60.17,64.63,43.16,50.38,45.53,54.4,58.75,38.57,37.86,26.15
Loans Held for Sale,212.51,200.46,149.99,102.34,358.3,540.8,419.23,220.99,313.26,314.05,102.35
Accrued Interest Receivable,14.4,48.22,50.2,42.2,28.44,31.96,-,-,-,-,-
Restricted Cash,974.51,"1,128",939.36,"1,000","3,244","1,795",322.51,28.72,53.88,40.61,17.52
Other Real Estate Owned & Foreclosed,2.68,0.44,0.91,0.56,4.58,5.03,15.36,19.42,23.29,24.51,34.42
Other Long-Term Assets,587.25,471.82,477.02,409.24,355.73,331.59,345.97,335.4,275.05,298.09,238.62
Total Assets,"19,683","17,247","16,835","15,845","16,361","14,626","11,948","11,163","8,522","7,974","6,297"
Interest Bearing Deposits,"11,391","9,218","8,616","7,455","7,406","6,475","5,414","5,005","3,673","3,720","3,131"
Institutional Deposits,-,966.59,934.83,574.28,620.86,723.24,905.37,742.85,617.51,367.81,390.22
Non-Interest Bearing Deposits,"5,139","4,253","4,343","5,265","5,547","4,375","2,951","2,623","2,157","1,947","1,393"
Total Deposits,"16,531","14,437","13,893","13,294","13,574","11,573","9,271","8,370","6,448","6,035","4,914"
Short-Term Borrowings,34.78,37.96,35.51,41.92,76.92,67.79,53.33,48.66,25.15,33.19,37.43
Current Portion of Leases,2.71,9.83,-,-,-,-,-,-,-,-,-
Long-Term Debt,283.85,260,255.8,247.42,249.65,431.91,248.46,247.86,247.2,-,-
"Federal Home Loan Bank Debt, Long-Term",47.65,3.22,203.96,29.67,155.37,456.04,471.69,799.32,526.92,687.51,429.08
Long-Term Leases,48.33,42.73,82.76,82.18,56.55,64.16,50.25,-,-,-,-
Pension & Post-Retirement Benefits,-,53.74,47.52,49.2,55.19,52.1,47.17,40.48,36.45,31.21,24.81
Other Long-Term Liabilities,324.24,246.49,260.42,211.9,277.91,197.46,152.16,117.87,95.74,100.25,71.03
Total Liabilities,"17,277","15,091","14,779","13,957","14,445","12,843","10,294","9,625","7,380","6,887","5,476"
Common Stock,131.57,125.46,124.85,121.43,121.16,121.13,121.11,120.8,104.4,104.17,86.03
Additional Paid-In Capital,"1,254","1,122","1,113","1,052","1,051","1,047","1,041","1,035",749.8,745.41,535.09
Retained Earnings,"1,076","1,008",921.13,840.78,716.61,557.89,467.19,379.24,282.73,229.5,192.8
Comprehensive Income & Other,-63.37,-116.05,-118.76,-140.51,10.6,41.18,11.3,-9.19,-5.69,-3.99,-2.99
Total Common Equity,"2,398","2,139","2,040","1,874","1,899","1,767","1,641","1,526","1,131","1,075",810.92
Minority Interest,7.5,16.3,15.91,14.8,16.86,16.98,12.94,12.89,11.27,11.46,9.27
Shareholders' Equity,"2,405","2,156","2,056","1,889","1,916","1,784","1,654","1,538","1,143","1,087",820.19
Total Liabilities & Equity,"19,683","17,247","16,835","15,845","16,361","14,626","11,948","11,163","8,522","7,974","6,297"
Total Debt,422.32,353.74,578.02,401.19,538.49,"1,020",823.72,"1,096",799.27,720.7,466.51
Net Cash (Debt),-136.71,-136.3,-387.12,-247.54,-482.57,-939.07,-701.65,-434.67,-329.46,-620.93,-230.96
Net Cash Per Share,-1.80,-1.81,-5.18,-3.41,-6.65,-12.98,-9.72,-6.10,-5.28,-10.90,-4.51
Filing Date Shares Outstanding,77.82,74.22,73.9,73.81,71.77,72.64,72.62,72.46,72.05,62.5,51.66
Total Common Shares Outstanding,77.82,74.21,73.89,71.91,71.77,71.79,71.83,71.7,61.9,61.8,50.96
Book Value Per Share,30.81,28.83,27.61,26.06,26.46,24.61,22.84,21.28,18.28,17.40,15.91
Tangible Book Value,"1,704","1,622","1,519","1,372","1,392","1,269","1,140","1,033",822.42,772.34,629.93
Tangible Book Value Per Share,21.90,21.85,20.56,19.08,19.39,17.68,15.86,14.41,13.29,12.50,12.36
