Period Ending,"Sep '25Sep 27, 2025","Dec '24Dec 28, 2024","Dec '23Dec 30, 2023","Dec '22Dec 31, 2022","Dec '21Dec 25, 2021","Dec '20Dec 26, 2020","Dec '19Dec 28, 2019","Dec '18Dec 29, 2018","Dec '17Dec 30, 2017","Dec '16Dec 31, 2016","Dec '15Dec 26, 2015"
Cash & Equivalents,"1,009","1,172","1,118",559.4,286.66,436.51,168.34,27.32,28.34,34.09,87.76
Short-Term Investments,33.93,31.09,34.75,36.01,36.5,24.31,18.53,14.76,11.27,10.35,6.74
Cash & Short-Term Investments,"1,043","1,203","1,153",595.41,323.16,460.82,186.86,42.07,39.61,44.44,94.5
Cash Growth,-15.22%,4.32%,93.66%,84.25%,-29.87%,146.61%,344.16%,6.22%,-10.87%,-52.97%,-
Accounts Receivable,612.27,508.4,553.07,624.4,743.41,474.67,368.72,350.4,332.76,284.83,226.59
Other Receivables,2.57,20.59,29.33,33.13,4.81,5.84,13.27,14.13,7.23,11.46,7.78
Receivables,614.84,528.99,582.4,657.53,748.21,480.51,381.99,364.53,339.98,296.29,236.37
Inventory,667.42,720.82,727.79,973.23,963.32,567.29,486.87,556.22,460.31,397.23,304.92
Restricted Cash,3.06,7.77,3.93,0.23,4.56,0.1,0.33,0.88,0.48,0.4,0.59
Other Current Assets,59.21,42.53,34.9,35.72,34.23,29.64,37.02,31.58,23.11,18.09,11.86
Total Current Assets,"2,387","2,503","2,502","2,262","2,073","1,538","1,093",995.28,863.49,756.44,648.23
"Property, Plant & Equipment","1,099","1,005",880.35,796.5,685.72,494.41,467.34,354.71,328.63,297.85,251.15
Long-Term Investments,53.4,56.4,-,-,-,-,-,-,-,-,-
Goodwill,342.15,339.84,336.31,337.32,315.04,252.19,229.54,224.12,212.64,198.54,180.99
Other Intangible Assets,146.63,159.8,182.54,151.23,116.39,79.65,55.67,48.85,42.33,29.07,17.7
Long-Term Deferred Tax Assets,5.23,5.26,4.23,3.75,3.46,2.41,2.76,2.67,1.87,1.55,1.31
Other Long-Term Assets,101.8,81.15,112.28,121.16,51.19,37.86,41.1,21.93,15.73,8.62,5.9
Total Assets,"4,136","4,151","4,018","3,672","3,245","2,405","1,889","1,648","1,465","1,292","1,108"
Accounts Payable,231.91,224.66,203.06,206.94,319.13,211.52,142.48,136.9,140.11,124.66,95.04
Accrued Expenses,260.94,249.31,289.56,366.19,363.31,224.05,186.84,142.51,131.53,119.97,103.01
Short-Term Debt,-,-,-,-,17.03,-,-,27.37,25.85,19.76,-
Current Portion of Long-Term Debt,5.39,4.13,42.9,2.94,42.68,0.1,2.82,0.15,1.33,2.63,1.15
Current Portion of Leases,28.77,27.87,22.98,25.58,23.16,16.55,15.28,-,-,-,-
Current Unearned Revenue,5.21,6.48,9.49,10.18,10.74,11.53,6.62,3.25,4.44,4.75,4.98
Total Current Liabilities,532.21,512.45,567.98,611.84,776.04,463.75,354.04,310.17,303.25,271.78,204.18
Long-Term Debt,229.01,229.83,233.53,275.15,277.57,311.61,160.87,202.13,144.67,109.06,84.75
Long-Term Leases,106.1,95.1,84.89,85.42,76.63,61.51,64.88,-,-,-,-
Pension & Post-Retirement Benefits,-,16.9,15.5,14.8,13.1,11.8,10.6,9.1,7.8,6.5,5.8
Long-Term Deferred Tax Liabilities,30.27,31.24,45.25,51.27,60.96,25.27,22.88,15.69,14.08,20.82,23.84
Other Long-Term Liabilities,29.69,15.43,20.43,29.9,24.4,47.81,18.47,21.78,20.86,23.44,22.71
Total Liabilities,927.28,900.95,967.58,"1,068","1,229",921.74,631.74,558.86,490.65,431.59,341.27
Common Stock,58.26,60.72,61.62,61.62,61.9,61.21,61.41,60.88,61.19,61.03,20.14
Additional Paid-In Capital,434.44,403.38,354.7,294.03,244,218.22,192.17,178.54,161.93,144.65,171.56
Retained Earnings,"2,690","2,775","2,582","2,217","1,678","1,183",995.02,839.92,736.21,649.14,565.64
Comprehensive Income & Other,-1.76,-15.31,1.11,-9.08,-5.41,-1.79,-4.89,-5.94,0.14,-5.63,-4.59
Total Common Equity,"3,180","3,224","3,000","2,564","1,979","1,460","1,244","1,073",959.48,849.18,752.76
Minority Interest,27.83,25.92,50.46,39.72,37.96,22.84,14.02,15.28,14.55,11.29,13.65
Shareholders' Equity,"3,208","3,250","3,050","2,604","2,017","1,483","1,258","1,089",974.02,860.47,766.41
Total Liabilities & Equity,"4,136","4,151","4,018","3,672","3,245","2,405","1,889","1,648","1,465","1,292","1,108"
Total Debt,369.26,356.92,384.3,389.09,437.07,389.77,243.85,229.65,171.85,131.45,85.9
Net Cash (Debt),673.3,846,768.78,206.32,-113.91,71.05,-56.99,-187.57,-132.25,-87.02,8.6
Net Cash Growth,-18.23%,10.04%,272.62%,-,-,-,-,-,-,-,-
Net Cash Per Share,11.68,14.37,12.68,3.40,-1.89,1.19,-0.95,-3.10,-2.19,-1.44,0.14
Filing Date Shares Outstanding,58.26,60.66,61.62,61.63,61.91,61.21,61.42,60.89,61.21,61.04,60.43
Total Common Shares Outstanding,58.26,60.72,61.62,61.62,61.9,61.21,61.41,60.88,61.19,61.03,60.43
Working Capital,"1,855","1,991","1,934","1,650","1,297","1,075",739.03,685.11,560.24,484.66,444.06
Book Value Per Share,54.59,53.09,48.68,41.61,31.96,23.86,20.25,17.63,15.68,13.92,12.46
Tangible Book Value,"2,692","2,724","2,481","2,075","1,547","1,128",958.51,800.44,704.51,621.57,554.07
Tangible Book Value Per Share,46.20,44.87,40.26,33.68,24.99,18.44,15.61,13.15,11.51,10.19,9.17
Land,-,200.73,185.19,171.73,163.29,128.3,125.1,120.32,134.92,124.32,118.7
Buildings,-,430.8,400.23,355.23,329.7,272.86,253.59,239.91,213.38,204.59,180.07
Machinery,-,"1,013",911.16,731.28,656.93,546.65,484.94,436.08,397.88,354.97,324.76
Construction In Progress,-,105.99,62.73,121.73,62.2,26.68,21.34,18.34,16.92,15.59,4.52
Order Backlog,-,116.3,138.9,-,-,-,-,-,-,-,-
