Period Ending,"Sep '25Sep 27, 2025","Dec '24Dec 28, 2024","Dec '23Dec 30, 2023","Dec '22Dec 31, 2022","Dec '21Dec 25, 2021","Dec '20Dec 26, 2020","Dec '19Dec 28, 2019","Dec '18Dec 29, 2018","Dec '17Dec 30, 2017","Dec '16Dec 31, 2016","Dec '15Dec 26, 2015"
Revenue,"6,453","6,652","7,218","9,627","8,636","5,154","4,416","4,489","3,941","3,240","2,887"
Revenue Growth (YoY),-3.90%,-7.84%,-25.02%,11.47%,67.56%,16.71%,-1.63%,13.90%,21.62%,12.24%,8.52%
Cost of Revenue,"5,369","5,426","5,799","7,837","7,229","4,354","3,730","3,896","3,398","2,766","2,487"
Gross Profit,"1,083","1,227","1,419","1,789","1,407",800.3,685.52,592.89,542.83,474.59,399.9
"Selling, General & Admin",687.77,735.05,766.63,832.08,682.25,444.6,439.05,392.24,362.22,310.15,264.27
Other Operating Expenses,0.25,-6.7,6.03,1.65,-12.84,9.87,-,-,-,-,-
Operating Expenses,688.02,728.34,772.66,833.73,669.41,454.47,439.05,392.24,362.22,310.15,264.27
Operating Income,395.1,498.4,646.27,955.73,737.55,345.83,246.47,200.66,180.61,164.44,135.64
Interest Expense,-11.59,-12.71,-12.84,-13.91,-13.81,-9.31,-8.7,-8.89,-6.22,-4.58,-5.13
Interest & Investment Income,47.62,60.53,39.92,0.73,6.5,4.47,4.47,1.37,0.73,0.54,0.29
Earnings From Equity Investments,2.47,0.09,-2.37,-2.18,-3.9,-,-,-,-,-,0.37
EBT Excluding Unusual Items,433.61,546.31,670.98,940.36,726.34,340.98,242.24,193.14,175.12,160.4,131.17
Impairment of Goodwill,-,-,-,-2.5,-,-,-,-,-,-,-
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-1.89,0.03,0.27,-
Gain (Loss) on Sale of Assets,4.32,-0.68,0.26,-1.29,-,-,-1.57,6.6,0.86,-,-0.17
Asset Writedown,-13.15,-5.48,-,-1.76,-,-,-,-,-,-,-
Pretax Income,422.78,540.16,671.24,934.82,726.34,340.98,240.67,197.85,176.01,160.67,131
Income Tax Expense,97.16,121.42,156.78,229.85,173.97,87.1,58.27,45.44,51.97,55.17,45.87
Earnings From Continuing Operations,325.62,418.73,514.46,704.96,552.36,253.88,182.4,152.41,124.04,105.5,85.13
Minority Interest in Earnings,-2.75,-4.17,-0.15,-12.31,-16.72,-7.1,-2.75,-3.81,-4.53,-4.32,-4.54
Net Income,322.87,414.56,514.31,692.65,535.64,246.78,179.65,148.6,119.51,101.18,80.6
Preferred Dividends & Other Adjustments,12.13,16.1,25.14,27.49,17.34,6.9,4.5,3.4,2.23,1.6,1.06
Net Income to Common,310.74,398.46,489.17,665.16,518.3,239.88,175.15,145.2,117.29,99.58,79.54
Net Income Growth,-28.25%,-19.39%,-25.75%,29.31%,117.05%,37.37%,20.90%,24.34%,18.12%,25.54%,40.04%
Shares Outstanding (Basic),58,59,60,60,60,60,60,60,60,60,60
Shares Outstanding (Diluted),58,59,61,61,60,60,60,60,60,60,60
Shares Change (YoY),-2.93%,-2.90%,-0.02%,0.50%,0.71%,-0.34%,-0.50%,0.12%,0.23%,0.60%,0.51%
EPS (Basic),5.40,6.78,8.20,11.05,8.61,4.00,2.91,2.41,1.95,1.66,1.33
EPS (Diluted),5.39,6.77,8.07,10.97,8.59,4.00,2.91,2.40,1.94,1.65,1.33
EPS Growth,-25.79%,-16.11%,-26.44%,27.71%,114.75%,37.46%,21.25%,23.71%,17.58%,24.06%,39.52%
Free Cash Flow,271.75,410.3,779.51,657.44,361.31,247.3,264.36,20.82,65.47,118.76,125.27
Free Cash Flow Per Share,4.71,6.97,12.86,10.84,5.99,4.13,4.40,0.34,1.08,1.97,2.09
Dividend Per Share,1.380,1.320,1.100,0.950,0.650,0.500,0.400,0.360,0.320,0.290,0.273
Dividend Growth,6.98%,20.00%,15.79%,46.15%,30.00%,25.00%,11.11%,12.50%,10.35%,6.23%,34.28%
Gross Margin,16.79%,18.44%,19.66%,18.59%,16.29%,15.53%,15.52%,13.21%,13.77%,14.65%,13.85%
Operating Margin,6.12%,7.49%,8.95%,9.93%,8.54%,6.71%,5.58%,4.47%,4.58%,5.07%,4.70%
Profit Margin,4.82%,5.99%,6.78%,6.91%,6.00%,4.65%,3.97%,3.23%,2.98%,3.07%,2.76%
Free Cash Flow Margin,4.21%,6.17%,10.80%,6.83%,4.18%,4.80%,5.99%,0.46%,1.66%,3.67%,4.34%
EBITDA,552.76,646.56,778.16,"1,069",835.69,418.51,313.29,262,234,208.06,176.88
EBITDA Margin,8.57%,9.72%,10.78%,11.11%,9.68%,8.12%,7.09%,5.84%,5.94%,6.42%,6.13%
D&A For EBITDA,157.65,148.16,131.89,113.56,98.13,72.68,66.82,61.34,53.4,43.62,41.24
EBIT,395.1,498.4,646.27,955.73,737.55,345.83,246.47,200.66,180.61,164.44,135.64
EBIT Margin,6.12%,7.49%,8.95%,9.93%,8.54%,6.71%,5.58%,4.47%,4.58%,5.07%,4.70%
Effective Tax Rate,22.98%,22.48%,23.36%,24.59%,23.95%,25.54%,24.21%,22.97%,29.53%,34.34%,35.02%
